Date,Content,Name,Rating
2/1/2019,Google game,,5
2/1/2019,nice game i like it,vahith k,5
2/1/2019,its a really cool gane and very addicting i love it a lot. i just wish i could get coins and elixer way faster.,Link_ Tweet,5
2/1/2019,nice game,Emmanuel Arthur,4
2/1/2019,i always come back to this game even if i delete it idk what ritaul they use but count me in,,5
2/1/2019,Great Game but don't upgrade to town hall 10 and town hall upgrade and so hard to play,Saif Anwar,4
2/1/2019,ver' good,,5
2/1/2019,very good game,,3
2/1/2019,This game is the best game in the hole entire world,Lorraine Kirn,5
2/1/2019,I got 49 and I lost 21 trophies,Ann Marie Capodanno,3
2/1/2019,Give me more gems,Jhats Cloud Verzosa,5
2/1/2019,very good nice,Harold Bulanon,5
2/1/2019,Najlepsza gra. Mam już level 134,Krystian Chocian,5
2/1/2019,super i like this games,Joel Dolosa,5
2/1/2019,pls fix the loading screen it's not functional (ill rate 5 stars when it gets fixed),Meme Channel,3
2/1/2019,Its awesome to play,Mubasher,5
2/1/2019,i like the game because it's fun and cool thank you love u,,5
2/1/2019,I love clash of clans. Very interesting game. Amazing experience,Qasim Hayat,5
2/1/2019,"its really cool, problem is finding an active clan who donate. but you can always create your own!",Paul Ninja,5
2/1/2019,Great game every one come get the groove,jerome malaka,5
2/1/2019,Its the best roll playing game ever,Johnny Huckeby,5
2/1/2019,I've been playing coc since a few years ago and it's always been fun.,Tarquinn De Voss,5
2/1/2019,nakaka adik lodi,rosemarie dulfo,5
2/1/2019,Very Fun And AddictIng i love this game,Ian Guinto,5
2/1/2019,Best game ever!,Antoinette Du Toit,5
2/1/2019,very good,,5
2/1/2019,good,LAKKOJU SAATHVIKNARAYAN,5
2/1/2019,great,,5
2/1/2019,i love it,,5
2/1/2019,Super Cell ID is not synchronizing fast.,Debdatta Panda,5
2/1/2019,cool game .,Paul Priolo,4
2/1/2019,Still playing clash in 2019! Great game!,Adam Ganee,5
2/1/2019,good game been here since its first came out,Skooterplus1,4
2/1/2019,This is good game,Abdallah ashraf,5
2/1/2019,great,,5
2/1/2019,very nice game im enjoying it,,5
2/1/2019,The best game for ever,,5
2/1/2019,good,,5
2/1/2019,it would be graet if you could make the green gems easer to get but great game,,5
2/1/2019,i love dis game,,4
2/1/2019,gay,,5
2/1/2019,"Clash of clan game is awesome.I love clash of clans game because iam a worker. I Work in Qatar, Doha in mantinance company before 2 years how easily time gone I didn't think about it thank you clash of clan. If I didn't play clash of clan my life will boring know I was enjoying with clash of clans...and I want to become a champion on clash of clans in the world",,5
2/1/2019,😍nice,,5
2/1/2019,great game but the gem mine is so slow please let it be quicker,Selim Salloum,5
2/1/2019,Love it dog,Psycho Gaming,5
2/1/2019,Love it dog,Psycho Gaming,5
2/1/2019,really gud game i like it it takes patience,Dennis Chavez,5
2/1/2019,good game❤❤❤,gola video,5
2/1/2019,fun addicting and easy to play,nathan lee,5
2/1/2019,nice,,5
2/1/2019,we want sri lankan flag for game..please..,,5
2/1/2019,love it,,5
2/1/2019,amazing,,5
2/1/2019,nice,Glenn O'Rear,5
2/1/2019,i hate this game coz i just play and play it always,mr. gamojo,5
2/1/2019,great,Doniyorbek Abdullayev,5
2/1/2019,cool game,,5
2/1/2019,nice,,5
2/1/2019,nice,,5
2/1/2019,nice,,5
2/1/2019,It just sucks now!,kimberly ellis,3
2/1/2019,nice game,Hirak Jyoti Rabha,4
2/1/2019,The only reason I haven't stopped playing yet is out of loyalty to my clan but it has become so difficult to farm resources that game is no longer fun and now just frustrating. I don't think I'll be downloading any supercell games in the future. I'm done.,K Sully,5
2/1/2019,motamuti valoi,,4
2/1/2019,I loved it so veryy much addict pa more,Acmad Taup,5
2/1/2019,Hey amazing,knn gaming,5
2/1/2019,its great,Amirhoseyn Saba,5
2/1/2019,it's just not a game it is my life,Akash Das,5
2/1/2019,gais nis game and intresded game,shubham singh N.,5
2/1/2019,i juss love it.... juss one thing cant kill my time without this Addictive game,Sumit Patel,5
2/1/2019,it's the best and entertaining,,5
2/1/2019,good,,5
2/1/2019,good game,,5
2/1/2019,Can you please reducd the time needed for upgrading building a bit?,,5
2/1/2019,Good game,,5
2/1/2019,it is avery good app and its graphics are 😊,,5
2/1/2019,dear sir please add a voice chat on global player and clan member player thanks,,3
2/1/2019,I love this game it is my life And i am play this game and be ready for townhall 13 I AM PLAYING THIS GAME ABOUT 2 YEARS,ALL Rounders,5
2/1/2019,Very good game,Ankit Kumar Dwivedi,1
2/1/2019,i was charged multiple times for one purchase in this game. Fix It.,Off the Cuff,1
2/1/2019,Put more gems special please it will be nice.The game is nice.,George WH,5
2/1/2019,great game to play really enjoy it,nightbot 360,5
2/1/2019,love this game,,5
2/1/2019,cool,Ben Randall,5
2/1/2019,Very good game,Funny Vines,5
2/1/2019,Very good game,Funny Vines,5
2/1/2019,good game,Badri anil Kumar reddy,5
2/1/2019,"It needs improvements specially in clan war leagues ,please do something fast it is turning in a really boring game.",luis montaño,2
2/1/2019,nice,Wasim Chaudhary,5
2/1/2019,Addicted and I really LOVE it...,santhosh gowda,5
2/1/2019,good,Marko Halcisak,4
2/1/2019,very good good game.but plz add PAKISTAN Flage.,,5
2/1/2019,I think that it's a fun time waster,Ethan 224,5
2/1/2019,"have been playing this game for 2 years and I love it, really addicting.",robert swanson,5
2/1/2019,nic game but not improved,,3
2/1/2019,last time i play in aug 2018 and now i m login and he say my email is not registered.,md zeeshan,1
2/1/2019,very nice game,Khpal Vines,5
2/1/2019,So addictive don't play!,Deependra Singh,1
2/1/2019,Love the game. but can you please ad the SOUTH AFRICAN flag hard to represent my nation without the flag,SPLIN TER,5
2/1/2019,please make it less mb,Kanok Reza Mun,5
2/1/2019,hey supercell can you upgrade the upgrading time in coc😬😠😡😈.this is a huge time of upgade.we are realy love the game but upgrading time is so many time.many peaple understand this game is w............ of time .i you are understand.,,5
2/1/2019,Nahom,,5
2/1/2019,awsome,,5
2/1/2019,Coc,,5
2/1/2019,Addicted game..,NAYEEM HOSSAIN,5
2/1/2019,ONE OF THE BEST GAME IN THE WORLD,THE KING,5
2/1/2019,best game ever,,5
2/1/2019,it is cool😎,Ds Feeds,5
2/1/2019,someone connected my coc id to supecell to a mail id which i dont recognize. and after that not even the help center of supercell responds to your mails and problms. Guys we make very hard effort to push our base to higher th. please respond to me in mails,Lokesh Yadav,1
2/1/2019,I love the game,,5
2/1/2019,das beste spiel auf der Welt 😜👍✌️🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌🏼,,5
2/1/2019,nice,,1
2/1/2019,i think that pubg is better than coc,ਪਿੰਡਾਂ ਆਲੇ,1
2/1/2019,"very nice game, but very disappointed with that supercell id. since I register it is now super inconvenient to use and switch account.",Sherwin Costales,5
2/1/2019,nice,satyanand king,5
2/1/2019,"Old review was a 1 star. Since then, Supercell has resolved all of the issues they used to have. Gems are mich easier to obtain now without spending money, resources are plentiful, and they added loads of events. I highly recommend playing this now.",Justin Puckett,5
2/1/2019,ok,fagu tudu,5
2/1/2019,need some more bug fixes,Ajeet Katiyar,5
2/1/2019,كثهل,,5
2/1/2019,It takes lots of time for upgrading nd even slow loading 😑,,1
2/1/2019,Amazing game guys!,Diego M,5
2/1/2019,Very addictive game,Jeffrey Bulawan,5
2/1/2019,it world best game,,5
2/1/2019,لعبة ولا اروع منها,Aymen Maktary,5
2/1/2019,frist i like this only now no one play because of pubg mobile,gammer maruf,5
2/1/2019,best game,eli the troll,5
2/1/2019,very nice game,PACQUIAO ESTORGIO,5
2/1/2019,"Best game ever After reinstalling this on my phone, i lost all my game data and until now ive not been able to get it back",Mariam Kazemi,4
2/1/2019,great game,,5
2/1/2019,But no Bangladesh national flag i am verry sad.please try for Bangladesh national flag.,Monirul M Islam,5
2/1/2019,osm game love this game my fav,Md Ahafaz,5
2/1/2019,Epic,Nick Perro,5
2/1/2019,hello I don't know how much is the wind was,Deepanshu Dev,5
2/1/2019,A Good strategy game love it,Shaaf Turab,1
2/1/2019,Such great game!,,5
2/1/2019,Very good,,5
2/1/2019,good to play,HM hanif,5
2/1/2019,awesome experience,Randall Baatjes,5
2/1/2019,nice coc I love it,Surinder Malhi,5
2/1/2019,timepass while free time,,5
2/1/2019,jojo,,5
2/1/2019,i have 5 times th 10 i cant stop playing this game ultimate game kepp it up,,5
2/1/2019,best game in the world,,5
2/1/2019,i hve played this game,Arshadkamina Kamina,5
2/1/2019,jhh,,5
2/1/2019,good,,5
2/1/2019,very good,Arpana Deka Barman,5
2/1/2019,well make good game,,5
2/1/2019,wow,Roderick Cortez,5
2/1/2019,this game is very attarctable,Kishor Gosavi,5
2/1/2019,It's perfect,亮一リンゴ,5
2/1/2019,it's a good game but you need to put a lot of time into it otherwise your base is deserted,The Awesome Me,4
2/1/2019,awesome thanks so much,Sahil Anonymous,5
2/1/2019,It's the best game ever that I have played in my whole life...,Tapas Malakar,5
2/1/2019,Good,Subhash Das,3
2/1/2019,best of best,Abhishek King,5
2/1/2019,This game are very nice 💞💞💞👍,,5
2/1/2019,is good and fun and addicting,TheLynx,5
2/1/2019,So best game,,5
2/1/2019,I LUV this game it's addictive I'm always on it 🤗😍,Lois Vega,5
2/1/2019,best regards,shubham kale,4
2/1/2019,fantastic game,,5
2/1/2019,nice game in the world,,5
2/1/2019,decrease the size of the app,ass kisser,1
2/1/2019,this is awesome game and hay day is great game,,5
2/1/2019,good,,5
2/1/2019,bestt,,5
2/1/2019,really entertainment 😋😋😋,,5
2/1/2019,best best,Kaleni Shaun,5
2/1/2019,something new,,3
2/1/2019,Nice game in top 10 is like more player,,5
2/1/2019,it's 👏✊👍awesome and always world's best 👍💯 game ever for us 😌😎,Anirban Singh,5
2/1/2019,Nice game... Addictive and interesting!!!,,5
2/1/2019,"Brilliant, although it takes to much storage",,5
2/1/2019,love the game and the troops but some troops didnt even got to 2019 but its ok keep the good work supercell we like you're game and um a quick riminder they said that boom beach is dead so um keep updating and ill keep downloading :),Lance Allen Emuslan,5
2/1/2019,download and and play then see,,5
2/1/2019,entertaining,,5
2/1/2019,Amazing,,5
2/1/2019,very very very nice game,,5
2/1/2019,"best mobile game, very time consuming",Caat 134,5
2/1/2019,It super games,,5
2/1/2019,plz make name change available one more time or available for purchase at 1k gems,Pl Great,5
2/1/2019,I love playing this game,,5
2/1/2019,I am just enjoying the game,,5
2/1/2019,It is the best game in the world,Oscar Thwaites,5
2/1/2019,I love the app since I'm playing 5 years alit of fun and enjoyment I'm glad to give 5 stars,Yuvaraj King,5
2/1/2019,Best game I have ever played in my life,Ahmish Asif,5
2/1/2019,We want Nepali flag,Sang Rai,4
2/1/2019,It is expensive but still it is good to play it is More comfortable than other games really it control is not like other game it work more smoother and we can play Clash with our friends it is the best parth from my side idid know other but by my side 5star this is good keep the new apdating thnk,Shining star Ronghang,5
2/1/2019,i love this game,karlmiguel Lead,5
2/1/2019,nice,Nalayak munda,5
2/1/2019,tifhguhhjjvkjjjkkjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjhjgggfffffffggh you later today is the time to u sis right now because this video is not available for remote playback is unavailable right now because this video is not working for the prey to u sis right now because this video is not working properly or view receipt on web paid thanks for the prey to u sis right now because this video is not working properly or view receipt on web paid thanks for the prey to u sis right now because this video is,,5
2/1/2019,excellent,Aniket Roy,5
2/1/2019,Very very good and best game,,5
2/1/2019,did to do this game. Un believable twist is waiting you,,5
2/1/2019,vrey nice game,,5
2/1/2019,This game is very interesting his goods versuon,,5
2/1/2019,Nice,RANJU.U Ranju,5
2/1/2019,cool game,visual Dhomdhra Vishal,5
2/1/2019,"enjoyed game until yesterday, the people are invisble when i attack or look at my defence log",Liam Megson,3
2/1/2019,update is very promising ... really loved the concept..,wanyen shu,5
2/1/2019,i love it,,5
2/1/2019,its a new clash world its is good for me,Aditya Rajputana,5
2/1/2019,"Greatly appreciate if the game had a note of who donated troops, this is to make sure leaders of clans know who donated correctly (identify the people that is doing it).",Super Duper Slapper,4
2/1/2019,jaja,avoid pronab,5
2/1/2019,super game,Jagadeesh Kumar,5
2/1/2019,gooooooooooòooooooœd,,5
2/1/2019,sahi se support nahi le raha hai 2 gb ram me bhi kya kare...,,1
2/1/2019,lovly game for injoyment and time spending,,5
2/1/2019,this the best game of supercell love u supersell but i dont know how to connect supercell id,,5
2/1/2019,"I installed it, uninstalled it and reinstalled it and after that......I know rhe art of attacking and art of playing COC and other strategic games.",,5
2/1/2019,Can you like fix global from all these bloody players: &quot;Join my clan&quot; &quot;invite&quot; &quot;Free co&quot; and these clan hopers my suggestion of you leave a clan you must wait 12 h before joining another one.,War Robot King Verster,4
2/1/2019,good,,5
2/1/2019,It is awesome👍👍👍,,5
2/1/2019,wow this game is so awosome,,5
2/1/2019,Nice game i like it frm 2015. But new game (like pubg) ake coc ka machod dia😂😂😂.,NANDI GAMER,5
2/1/2019,bhai mast hai,ALOK CHAUBEY,5
2/1/2019,best stratrgy game.....,SHUBHANKAR VERMA,5
2/1/2019,why you are insulting islam change townhall 9 design remove barbarians and barbarian statue and remove Muhammad from the camp and remove all triangles from grass and than add pakistan flag to the shop than all will love the game OK,,1
2/1/2019,I have been playing this game last two year. Never bored. It won't let you.,Tanbir Shafi,5
2/1/2019,I'm big fan of COC,Ankush Chaudhari,5
2/1/2019,supperb,Sanjivkumar Rodge,3
2/1/2019,💯💯,KHAN NIROB,5
2/1/2019,best game,,5
2/1/2019,its a nice game,Suman Pandey,5
2/1/2019,"Amazing,,superb,nice game",Ratul Rabha,5
2/1/2019,Im pissed so much. Supercell id didn't send me code in Gmail because i did wait for code numbers in 4 mins after change account again. Its really sucks. Just fix now!,Matthew Millamina,1
2/1/2019,pubg,,5
2/1/2019,👈👌👉,Its RB dhoot,5
2/1/2019,md shakib,,5
2/1/2019,"I am #Stawan #I loved this game# Thanks supercell team for launching this game.....supercell please,make clash of clans hacker....",Hitesh Ruiwale,5
2/1/2019,It's a good game best,Thirupal Reddy Andra,5
2/1/2019,this is very bad game dont install this,,4
2/1/2019,i like it very much,,5
2/1/2019,best game ever,Dashrath Patkar,5
2/1/2019,Kuch mujhe explain krne ki jarurat nhi h koi bhi ek bar ise khelna start krega wo is game ko kabhi nhi bhula payga,,5
2/1/2019,it's a very good game,,4
2/1/2019,pubg is better then this game. COC is so boring 😴😴😴,Barithe exanxs,1
