Date,Content,Name,Rating
12/21/2018,I have th 12,,5
12/21/2018,"Clash of clans is my type of game , it's based on strategy and what your next move will or/and should be I love it and and I rate it excellent!",crazy arman,5
12/21/2018,amazing game,David Lees,5
12/21/2018,"amazing game, i love it.",kris olitan,5
12/21/2018,wow,Kushal Mondal,5
12/21/2018,Nice game,,5
12/21/2018,What a nice game!I really like it,Roman Ahmed,5
12/21/2018,best game ever,,5
12/21/2018,I loved this game...it's very simple an interesting wonderful amazing but one problem is there too much of money an elixer is need to earn for upgrading troops...an it's very difficult to earn elixer other than this it's...cool. An please upgrade more new facilities.,Rahul Kumar Mehta,4
12/21/2018,Not in words,Ajith T,5
12/21/2018,"This is game is amazing, best game I have ever played and will always be",Lerato Thwala,5
12/21/2018,I think the best game in the world is Clash Of Clans Thank you SUPERCELL,Clash with Hamza,5
12/21/2018,This game is awesome,Adell Mamoru,5
12/21/2018,The best game online that I have been playing,Fábio Amaral,5
12/21/2018,I love this game it's a world best game,,5
12/21/2018,THIS IS A BEST GAME,Birendra Kumar Gupta,5
12/21/2018,i love playing this game. i am playing this game from the last four years.....,swarnadip das,3
12/21/2018,ILove clash of clans game so much,Gavy Brar,5
12/21/2018,very good,,5
12/21/2018,I like this game In,,5
12/21/2018,good,,5
12/21/2018,I like this game. But can you please add a offline mod in clash of clans.,Syed Kamrul Hasan,5
12/21/2018,nice,,5
12/21/2018,Nice and intresting,,5
12/21/2018,you are haters of islam you came popular of illuminati,,2
12/21/2018,This is an interesting game but its hard everyone can't play it,,4
12/21/2018,please elpimo add to permanent troup,Parmar Pratik,5
12/21/2018,Very good game,Rani Singh,5
12/21/2018,hi guys this is best game please download more and more,Jyoti Kumari,5
12/21/2018,its a verry verry good game and better from pubg,school badla,5
12/21/2018,defeat pubg,,5
12/21/2018,"its so amazing game throw out the would, thousands of people are playing this game,i love it😎😎😎😎😀😚😚😙😙",Dheeraj Kumar,5
12/21/2018,hj,,5
12/21/2018,I don't like town hall 12,Antariksh Jain,5
12/21/2018,very nice online game,,5
12/21/2018,Get super excited and excelent graphics and more attractive I can say more about this game but I don't have time and thanks for reading my short review,Saravanan B,5
12/21/2018,very nice online game,,5
12/21/2018,Get super excited and excelent graphics and more attractive I can say more about this game but I don't have time and thanks for reading my short review,Saravanan B,5
12/21/2018,im enjoy here,babar khan,5
12/21/2018,Good,Rohit Nayantara,5
12/21/2018,This is best game,VINEET THE HACKER,5
12/21/2018,"Great time killer ,best strategy game",Nirmal Kumar,4
12/21/2018,its very nice game i am a amature gamer but i try this its very cool game,Francisca Ragodos,5
12/21/2018,okok not too bad better than the worst game on earth (slightly),,4
12/21/2018,"I purchased gems of rupees 7,999 but didn't get a single gems . The money was also deducted from my account",Abhinav Mishra,1
12/21/2018,best game ever,Abstruse Express,5
12/21/2018,this is a good game,gopal gamer,5
12/21/2018,Best game for me,Abhishek Pandey,5
12/21/2018,മൈര് ഗെയിം,iam in,1
12/21/2018,this is the best game,Kishver Javed,5
12/21/2018,Third class game,Ketan Shah,5
12/21/2018,wiz lv 10,Petrus Bedindang,5
12/21/2018,Coc is best and with townhall 12 much more fun with El Primo,Kingshuk adiroy,5
12/21/2018,good,Abdul Mannan,4
12/21/2018,"game is good but there is a drawback gem mine gives only few gems ,there must be a upgrade in which a gem is also available for home village which will give 100 gems in 24 hours.",,4
12/21/2018,i know i just started but this game by far is the best,Cameron- afu,5
12/21/2018,new hero i want,,5
12/21/2018,good,,5
12/21/2018,Arun gupta fort,,5
12/21/2018,really nice game,,5
12/21/2018,Cool game,,5
12/21/2018,This is the Best game i ever played before PUBG Addicted to Pubg .... ❤😘,Kalasik Aryan,5
12/21/2018,It is very good,,5
12/21/2018,It is a good game coc and I love this game very much.,,5
12/21/2018,my 2nd account doesnt have a layout editor. can you help me please?,Eduardo Guevara,2
12/21/2018,I like this game too Much.this is the good game in the world,Sayanth Ajayan,5
12/21/2018,Nice game,Sabah Farzana,5
12/21/2018,Awesome game play,,5
12/21/2018,good,Sai Deekshith,5
12/21/2018,good,,5
12/21/2018,nice,,5
12/21/2018,Brilliant game but always connection lost this is the big problem of this game,krishan kumar,5
12/21/2018,It's a good strategy game.we can create a group.but it have no offline mode,,3
12/21/2018,Wow this game was so awesome and amazing I love this game thank you supercell for making this game clash of clans also known at Coc,,5
12/21/2018,good,Radio Nijgadh,5
12/21/2018,nice game,,5
12/21/2018,Best game,,5
12/21/2018,Pangit maraming pinaa update,,5
12/21/2018,attttttttt nice,Roban Singh,5
12/21/2018,"searching time is very long in champ1,titan, no idea about legend league. everyone stopped playing and started to play pubg & asphalt 9 😂",arun thomas,1
12/21/2018,khelna hai to bhai pubg khelo pr mai ye nhi kehrah ki coc bekar game hai mai bhi khelta hu coc,lucky vicky,5
12/21/2018,I like it,Akash MV,5
12/21/2018,it is nice game but builder based is very difficult,,5
12/21/2018,i love it. ♥♥♥♥♥♥ ♥♥♥♥,Kazi sami,5
12/21/2018,very bad game . wastes time and progress in the game is also very slow. this is a verrrrry bad game in comparison to PUBG,ravi srivastava,1
12/21/2018,it is a good game and I liked it is very good than pubg,Chiru Gadwani,5
12/21/2018,good,,5
12/21/2018,so nice beutiful,,5
12/21/2018,Very nice,,5
12/21/2018,Best game I ever played,Shibi Devassy,5
12/21/2018,i like you,,5
12/21/2018,it is really fun and it is addictive,Vanessa Mae Booc,5
12/21/2018,clash of clans,,5
12/21/2018,Great game,Sindhutai Kumbhar,4
12/21/2018,I liked the game very much . Its good for children because its a mind game,Devender Kumar,5
12/21/2018,very nice game,Govindra Kumar,5
12/21/2018,Nice game,joel c. J,5
12/21/2018,happy and amazing,,5
12/21/2018,nice game,Jatin Ahadi,5
12/21/2018,Nice game,,5
12/21/2018,Good,,5
12/21/2018,Great game overall,Wrath [Clan],5
12/21/2018,I love this game,Nayan tara,3
12/21/2018,Amar Coc,,5
12/21/2018,Its very much cool,,5
12/21/2018,Love it,,5
12/21/2018,500 gems for a shovel of obstacles? Have a word with yourself Supercell Taking the @/$$,Jamie Grice,1
12/21/2018,nice game this is my favourite game,Parth Pandey,5
12/21/2018,Not so bad,ajay nandi,3
12/21/2018,Awesome Game,,5
12/21/2018,very interesting game,Rahul Singh,5
12/21/2018,very good,,3
12/21/2018,Nice games,,5
12/21/2018,a virtualversatile new universe,Rohit Takuli,4
12/21/2018,this is the best game in th world thank you superhero,ahmed jumaan,5
12/21/2018,Fantastic game,Altaf Ali,5
12/21/2018,Fantastic game,Altaf Ali,5
12/21/2018,Super game. Awesome stragies. Loved it.,Shikha Maheshwari,5
12/21/2018,Awesome,Favour Sam,5
12/21/2018,Wrost game😂😂😂😂😂😂🤑🤑,ritam the great,1
12/21/2018,awesome 🤗,,5
12/21/2018,Nice game,,5
12/21/2018,"i have problem with special obstacles,first i didnt got any 6th anniversary cake and ,Christmas tree, why only me plz give me both, atleast one each",Realprajwal Poojary,2
12/21/2018,This is my favourite game,Prem Singh,5
12/21/2018,nice,sasanka patra,4
12/21/2018,Is good to me,,5
12/21/2018,👍👍👍,Dipto Das,4
12/21/2018,Super game in the world. A wesome game to play,,5
12/21/2018,this game is brilient good,Kamal Kalsi,5
12/21/2018,"supercell you done maintenance break so i am not able to play COC ,you done COC will not install below android 5.O,so im request to you do the game like before as well as.",,1
12/21/2018,😍 😍,,5
12/21/2018,While playing this game I felt like ruler of a Kingdom,Sasikala Arjun,5
12/21/2018,Best time killer thanks for the game,,5
12/21/2018,Games ho to aise,Ramesh Sharma,5
12/21/2018,My son love it he plays this all the time thank you supercell,,5
12/21/2018,this game is wonderful i might luke this game clash of clans,shailesh kumar,5
12/21/2018,When the next update will come???Although I know yesterday the update had arrived but we need more update what much you can give,Gaming with Aditya,5
12/21/2018,Amazing statergy game,,5
12/21/2018,The game good,Snehsudha Dhage,5
12/21/2018,I think this game is very outstanding,,5
12/21/2018,Love this game,Srtc 20,5
12/21/2018,best game that i ever had,Gobee K,5
12/21/2018,very good game.,srijan joyardar,5
12/21/2018,superb,tanveer borkar,4
12/21/2018,addictive strategy games,Kem Cabaya,5
12/21/2018,really great game,,5
12/21/2018,Thanks to made this game,,5
12/21/2018,it is a very cool game,Omar Khalid,5
12/21/2018,nice game,,5
12/21/2018,best game nice graphic,,5
12/21/2018,don't waste your time with it.,AB CD,1
12/21/2018,nice,Mahatma Nanda,5
12/21/2018,Super,Suresh Babu,5
12/21/2018,like it alot,,5
12/21/2018,awesom! best!,Rajkumar Purohit,5
12/21/2018,There is only one real game in the world.The name of this game is COC.,lipy akther,5
12/21/2018,please include the flag of Pakistan,Hitman 47,3
12/21/2018,good game i like it,,5
12/21/2018,it is very good,Profitman Eeu,5
12/21/2018,nice game,,5
12/21/2018,alot better from 4 yrs ago,Rayshun mcdaniel,4
12/21/2018,best then pubg Best Game In the world,,5
12/21/2018,super sell pleas give me x mas tree plzzzzzzzzzzz☺☺☺☺☺☺☺☺☺😕,,5
12/21/2018,Hi my baby cousin accidentally bought gold using my gems and I've been working for a super long time to collect the gems to buy more builders. Could you please refund my gems I'm begging you.,Alphonsus James,1
12/21/2018,nice,,5
12/21/2018,super super install friends please and tell your tag here ok,,5
12/21/2018,"its superb game ,add more troops and defence ,their levels,i suggest to add ice dragon 😎",,5
12/21/2018,The game is very good and interesting,adebayo atoyebi,5
12/21/2018,so cool and very amazing game in my life,Harsh kumar Meerut,5
12/21/2018,It is the world best game coc,,5
12/21/2018,veryyyyyyyyyyy good gameee,anil Kumar,5
12/21/2018,"i am a old coc player, i uninstalled it for a few days because of my personal reasons, now i am redownloading it, it gets better and better",Kishore Bhattacharya,5
12/21/2018,Game is an absolute money grab. I think this program is probably what brought the term &quot;Pay to win&quot; into existence...,,1
12/21/2018,"I really like this game, but I've want to see a strong black female character since the beginning. I didn't say anything about it, but I had to when I noticed &quot;El Primo&quot; Why does he look Irish? Why does the only black character ride a pig and look like Mr.T? Can I please get a strong black female with curly hair of any color, but blonde please? It's only fair to see positive representation of people of color here and I know you have the skill set to do it because Ram Rider is pretty close.",Alaina Marcel,1
12/21/2018,jaudip,,4
12/21/2018,gud game,,5
12/21/2018,very good game ever,,5
12/21/2018,Osm,Navi Bisht Bisht,5
12/21/2018,nice......,BenGali YouTuber,5
12/21/2018,i love this game... more than pubg,,5
12/21/2018,Best game ever seen and played,ABDA KHATOON,5
12/21/2018,Super oyun yaaaaa cok güzel herkese tavsiye ederim,ro sss,5
12/21/2018,slow loading and irrelvent adds,,1
12/21/2018,This game sooo interesting,,5
12/21/2018,supercell connected loading problem plz help you updated settings,,5
12/21/2018,Which is Incredible 😵😵😵😵👹💩,Reza Ahmad,5
12/21/2018,keep calm and download clash of clans😎😎,no name,5
12/21/2018,very nice game,naeem ressal,5
12/21/2018,So nice,,5
12/21/2018,nc,,5
12/21/2018,Why u decrease boost of clock tower,Singh22 Diljit,1
12/21/2018,good,Ankia Chakraborty,5
12/21/2018,best,trailer world,5
12/21/2018,effhy,,1
12/21/2018,best best game of world,RAMNARAYAN SINGH,5
12/21/2018,coc,,1
12/21/2018,coc,,1
12/21/2018,I wish i could play forever!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!..,,5
12/21/2018,nice,Renu Sabharwal,5
12/21/2018,I love this game,,5
12/21/2018,love it,,5
12/21/2018,A good game,,5
12/21/2018,"Nice game but upgrades take a lot of time. supercell now should try to make a game which is like pubg and try to keep its size less 1.6 GB which let people from all over the to download it and so they will choose.lets now talk about this game, graphics are satisfactory controls are okay.the game gets at time when upgrading and while ur troops are training.so try to lower the time of troops to train so that people are involved in the wars the time being.it used to be the no. 1 but not happy now.",,4
12/21/2018,It's very royal game,,5
12/21/2018,"this game is just fanntastic and although most of the people have uninstalled it , I still play it , i started playing in 2014 or 14 i guess",marwan Elsheikh,5
12/21/2018,Nice,ABHIJITH M,5
12/21/2018,super gamme excllent guy intreast,Mujibur Rahman,5
12/21/2018,ok,Moris Jaikol,4
12/21/2018,suppersell id is dont good it problem my mobail. my id is not open.,tofiqul islam,5
12/21/2018,"its good,,,but supercell id distrub to use google play id",Showrav Majumder,5
12/21/2018,I love this game! 💘 😍,S.H. Nova,5
12/21/2018,Very Good and nice,Randhir Singh,5
12/21/2018,It is very good Game👍👍,kunal chhetri,1
12/21/2018,osm outstanding,Hriday Mondal,5
12/21/2018,pubg is the best',Archana Pandey,1
12/21/2018,Loved it! Best game I have ever played and I recommend everyone to try it once! ⭐⭐⭐⭐⭐,Huma Tariq,5
12/21/2018,how to move this game in sd card,,5
12/21/2018,I like this game but i can't like builder base,Aditya Sah,5
12/21/2018,i dol,,5
12/21/2018,country and country fight,,5
12/21/2018,Really fun,,5
12/21/2018,This is a good and superb game everyone should play this game,,5
12/21/2018,thanks for letting me,,5
12/21/2018,Training potion should be there everyday as a part of daily discounts. which will help to play seemless for a hour every day.,Shiva Soudari,3
12/21/2018,It so good and interesting game so i liked it so much,,5
12/21/2018,Excellent,,5
12/21/2018,Good,,5
12/21/2018,Best game of the world,,5
12/21/2018,Good,,3
12/21/2018,nice and best game forever.,nayan parmar,5
12/21/2018,good game I love it,,5
12/21/2018,good,,5
12/21/2018,Excellent,Universal Studio,5
12/21/2018,Good fun and adipt game,,5
12/21/2018,when i install this app it did'nt ok supercell fixed it,,2
12/21/2018,so cool,irfan khan,5
12/21/2018,I love it,,5
12/21/2018,Addicting and you have to be online for the whole day. Searching for an enemy takes 15-30mins nowadays.,Jojo Carlos,3
12/21/2018,worst game in the world,Monika Raj,1
12/21/2018,it is best,Haene kurdy,5
12/21/2018,it is good game I like it very much,altaf jutt783,5
12/21/2018,top game,haripal Singh,5
12/21/2018,I love this games but I left this game and needed some big update in it .Plz SUPERCELL give us new update and give el primo as a new permenant troop.,,3
12/21/2018,most fantastic game i ever played,,5
12/21/2018,Yar game ma wice massage ka sistem hon chai,,5
12/21/2018,"Awesome way to timepass.... though, it would be great if we could share money and elixir with friends :')",Percy Jackson,5
12/21/2018,Kola mass,,5
12/21/2018,great game i m th 9 maxed in one year and not boared yet guys must play this game,master clasher vicky,5
12/21/2018,I like it,,5
12/21/2018,Very good!!,Smita Nagargoje,5
12/21/2018,Really Addictive Game.,Sreevalsan N,5
12/21/2018,this is bestest game i play yet,,5
12/21/2018,suck game,,1
12/21/2018,Good,Janarul Sk,4
12/21/2018,Nice game,Emerson Baldeveso,5
12/21/2018,i like it,,5
12/21/2018,Good game,Vivek Sharma,5
12/21/2018,I only want that the game has iswizArd and electro wizard otherwise the game is better than pupgi and fortnite,pradeep dwivedi,5
12/21/2018,very nice game,,5
12/21/2018,more characters,Rejh Norman,5
12/21/2018,vry nic,Tom and Jerry,5
12/21/2018,frist of all its a good game . but i thing they should make easy ways for going from one id to another. i fell very problem while going through one id to another. please reply me supercell i just only want to say this.,Md Shakil,5
12/21/2018,Somebody took my my account and I asked you for help but you tolf me to wait for a while and now you are not responding what is this? .,,2
12/21/2018,it is fun,,5
12/21/2018,Nice game,,5
12/21/2018,I love this game My favourite game is this,,5
12/21/2018,very nice,,5
12/21/2018,Please save el primo for more days,,5
12/21/2018,This game is like pubg😊😊😊🤩🤩,Sharu Khan,5
12/21/2018,this is superrr duperrr game play with our mind,Jais Thomas,5
12/21/2018,it is very beautiful game good strategy,junaid Choudhary,5
12/21/2018,wooooo,lost kami,5
12/21/2018,its avery good game,Ramesh Kumar,5
12/21/2018,the most satisfying game of all time 😁👌👍,,5
12/21/2018,"Awesomeness, been playing for years and still loving COC. Lost my fone, couldnt play coc for about a year, got a new fone, downloaded coc and it found my account, i was shocked and happy at the same!!",,5
12/21/2018,Very interesting and thrilling,SABITHA HAZARATH,5
12/21/2018,its good and stressing,,5
12/21/2018,very good,,5
12/21/2018,nice,,5
12/21/2018,It ia good game for challange and attack is better,,5
12/21/2018,a good game a time strayer,Catherine Fernando,4
12/21/2018,very good game,The Rock,5
12/21/2018,I think it is the best,,5
12/21/2018,coc is a great game,,5
12/21/2018,this game is Awe$ome∆∆∆∆••,,5
12/21/2018,good,哈哈哈,5
12/21/2018,In coc there is my 4 id and i love this game so much,,5
12/21/2018,Why can't I connect to the server my game is not starting at all it's the worst game I have ever played,Ashok Kumar Nayak,5
12/21/2018,I am playing it since 3 years and reached town hall 12 and legend league it's awesome in like it. waiting for next update of Town hall 13......,,5
12/21/2018,add one more hero in builder base give 4star bonus in every 2 weeks,Gaurav Chauhan,2
12/21/2018,good,thein htike,5
12/21/2018,hi jjj,,4
12/21/2018,"What is this,I am attacking and my troops r hidden not always only sometime.....nd old bug",Amit Sharma,5
12/21/2018,good game,Dhanu SD,3
12/21/2018,Mind blowing,Amitava Gayen,3
12/21/2018,so good,Hiru Thombare,5
12/21/2018,This game is the best game,Tanmay Kataria,5
12/21/2018,it is really nice game,Bapon,5
12/21/2018,nice game.,,5
12/21/2018,I like play clash of clans,Himmat Galchar,5
12/21/2018,this game is amazing,Munure Aykac,5
12/21/2018,Wow,,5
12/21/2018,Very nyc,ANAS crux,5
12/21/2018,good game as always,,5
12/21/2018,hello,,5
12/21/2018,Awesome,,5
12/21/2018,i just love this this is my second favourite game then pubg,,5
12/21/2018,i lo in bai you have any questions about it and I think we should go with me page no idea how much that will be great for you to all my friends to come over to all the people that are in good night all my dear I am playing with you and your mom and dad were happy birthday and happy birthday Kapil of you doing today and how long will you be in your office today to all of you for your email I will be in the office today and tomorrow so I am not going on any of v you have any questions please feel f,,5
12/21/2018,ghatia,,1
12/21/2018,best game I have ever played,ML25,5
12/21/2018,I love the game,,5
12/21/2018,this game is my favourite,,5
12/21/2018,Very nice,,5
12/21/2018,nice,KHWNADI TEIWAISA,5
12/21/2018,BEST GAME,Sangharaha Pariyar,5
12/21/2018,can u plzzz put el primos as permanent troop plzzz,Bollywood Songs,5
12/20/2018,nice,Rozamri Rozi,4
12/20/2018,I like this game,,5
12/20/2018,it is the best game....,Akhlakul Islam Rakin,5
12/20/2018,system,Kartik Jaat,5
12/20/2018,The best game ever,,5
12/20/2018,great,גיבורי האלפקות,5
12/20/2018,Osm h bhai ... Bor nhi hone deti game ...,SONU RAJPUT,5
12/20/2018,Very nice game,RAVI SUTAR,5
12/20/2018,Good,Sreelatha Ravindran,5
12/20/2018,my fevrete game,,5
12/20/2018,I QUIT at town hall 9. the game is not loading bye.. COC,ankit gupta,4
12/20/2018,i just wrote this to tell you that the double canon fires from single canon and the other one seems useless so i request you to change that animation which shows 2 shots from each of the canons,Megh Sanghvi,5
12/20/2018,vvs and world best game,,5
12/20/2018,thanks,,5
12/20/2018,Bad game .....pubg is best then any other game ....It's graphics are too low ..... wish it would improve its playing graphics.,,5
12/20/2018,NOTHING FRONT OF COC OK👏👌,CHAITANYA Mane,5
12/20/2018,osm,Koushik Reddy,5
12/20/2018,good game,,5
12/20/2018,Good game but need some changes.,ClashingKing,3
12/20/2018,coc is best,Madushan c Sadheepa,5
12/20/2018,mast h ji 👌👌,Dhruv Vasvani,5
12/20/2018,The best,jhaaam keith,5
12/20/2018,I love this game i been playing it for a couple years now very addicting that's for sure lol,Natalia Martinez,5
12/20/2018,ITS. Great,,5
12/20/2018,"i play this game 2 hrs a day ,guys it is too addictive",,5
12/20/2018,Nice game,,5
12/20/2018,This is the best game in the world forever,,5
12/20/2018,match making is broken. my clan is rank 3 and it keeps putting us against clans rank 10+. we aren't comfortable doing wars anymore because it's putting us a small clan against huge clans that have loads of perks and 1000+ wins. how is that fair to a level 3 clan? match making is broken for attacks too. it screws me over constantly putting me against th 12s and high level builder bases.,Chris Ervin,2
12/20/2018,judge,,5
12/20/2018,good game,Darshan shivsharan,5
12/20/2018,Nice game but it needs a little more high graphics and improvements in the balance and the app logo should be nice.,manjari pramanik,1
12/20/2018,This is very good game All people like it,aqeel ansari,5
12/20/2018,good,Jenny Lonely,5
12/20/2018,very good game nice evants and nice troops and happy crismas and new year to supersell,Remitha R Menon,5
12/20/2018,good,,5
12/20/2018,nice,,1
12/20/2018,I loved it,Raju Raj,5
12/20/2018,super game $$,,5
12/20/2018,wow very nice game,John rex Gallosa,5
12/20/2018,lol,pubg with sashi,5
12/20/2018,wow very nice game,John rex Gallosa,5
12/20/2018,lol,pubg with sashi,5
12/20/2018,This is best and very good,,2
12/20/2018,Good plan,,5
12/20/2018,Challenging War System,audi Chang,4
12/20/2018,Improve the controls,Akshay Rana,5
12/20/2018,It is a superb game please download this game friends,,5
12/20/2018,quit clash of clans due to people using cheat mods,john hast,1
12/20/2018,nice👍 👍 👍 👍 Awesome,,5
12/20/2018,This game strategy game an nice games. ..i like at,,5
12/20/2018,Nice game,,4
12/20/2018,really good game just takes a while to get into,,5
12/20/2018,I was so bad but after 2 weeks of playing it I am good at the game (best game ever and boom beach ),,5
12/20/2018,boring game,Sikhiye Cricket,1
12/20/2018,the time to upgrade is a lot need to work on that and reduce it alot,Joshua Sukhnandan,5
12/20/2018,the very graphically game i love so much,,5
12/20/2018,please give 1st town hall or reset the game the game is verry nice,Narnale Lakshman,5
12/20/2018,cool,,5
12/20/2018,Very good game additive but when the 12 come this game is not fine by my side crystal league player did not receive more loot.,GAMING LEGENDS,5
12/20/2018,improve,,1
12/20/2018,Its fun to play,,5
12/20/2018,it is a good game ... i hav never seen this game like this ... congrats supercell,,5
12/20/2018,this is a fixed game. agar aap khelna chhod k kuchh dino baad khelenge to loot bhi achhi milegi. attek bhi mast honge or war bhi esy se jitenge..jisse aap fir se khelne lag jaoge..agar reguler khelte ho to loot bhi bhus ki tarah hi milegi..agar war me attek bhi karte ho esy base me 3 aate honge fir bhi nahi aayenge..aapko pata hi nahi chalega ki troop kidhar chale gaye or kaha mar gaye..war me matching kabhi koi thikana nahi hoga aapse bhi highest level vale base milenge.uninstall coc,Sanjay Bhatera,1
12/20/2018,Love the game except it takes too much time to upgrade the base please Lower the time then it would be the game of the century 😎😎😎😎😎;-);-);-);-) and because of its time taking i prefer PUBG👻👻👻👻👻,GAMING AND TECH 24/7,5
12/20/2018,good game,,5
12/20/2018,"It,s very awesome game",,5
12/20/2018,It has an excellent update and its the amazing game I ever played!!!,Carl Stout,5
12/20/2018,the game is more addictive tha pubg,Atharva Medage,5
12/20/2018,fhe game crashs sometimes but the ganeplay is awesome,Pierre Mangin,5
12/20/2018,This game is nice and i love,,5
12/20/2018,it's too bad,YOUR TECH SUPPORT IN KASHMIR,1
12/20/2018,woderful game,,5
12/20/2018,It's good,Magesh Murugan,5
12/20/2018,That i very good,Hamayoon Noori,5
12/20/2018,super,,5
12/20/2018,noices game,Click Bait,4
12/20/2018,"i have two problems with this game. 1- provide another option for donation, and which may take less eligsers,then real .second- we may get options in collecting the eligsers gold or dark eligers from clan castle ..for example how much me required .. i hope . u gave this options in next update .. i think its the problem that everyone face 😄😊",,5
12/20/2018,i love u coc,,5
12/20/2018,one of the best game...,Nagraj Katagar,5
12/20/2018,Its an epic game which can be played in any ram . I will thanks to the supercell that they make this games for us.,,5
12/20/2018,Its an epic game which can be played in any ram . I will thanks to the supercell that they make this games for us.,,5
12/20/2018,Puli song for Clash of Clans,,5
12/20/2018,cool,it was,5
12/20/2018,Very good game,Shailesh Gautam,5
12/20/2018,Best game ever ❤️💯💯💯💯,Shoaib Malik,5
12/20/2018,nice,Md Abu Taher,5
12/20/2018,Best games in the world,all in one crafts,5
12/20/2018,Gooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooood,,5
12/20/2018,Good,,5
12/20/2018,i like it,Sipra Das,5
12/20/2018,"Hi Supercell!! I have a problem. I want my old account back. I have tried so many times from inside the game to contact you but is is giving same reply always. Please give me back my lost account,I request you.Contact me on my this Gmail Id. Please help!!! REPLY PLEASE!!!!!!",,5
12/20/2018,I like it for its all things like control graphic and so on and new town hall also,,5
12/20/2018,these is a nice game and I love it but the problem I lost my account and I told supercell but I am not geting the help,jincy Joseph,5
12/20/2018,game is v good coc thanks,Armaan gamer,5
12/20/2018,ok,,5
12/20/2018,Joss Game,Smile Shakhawat,5
12/20/2018,gig,,5
12/20/2018,best game ever ❤,Kren Gaming,5
12/20/2018,Sujal,,5
12/20/2018,Muslims stop. this game is making fun of Islam search on YouTube why Iran banned it go to supercool forum and complain good and delete it if you are a Muslim,Umair Mahmood,1
12/20/2018,clash of clans i the best game ive ever played because of the leveling up the battles and all the different type of stuff you can get. i love this game keep it up supercell :D,,5
12/20/2018,Super game i like very much and i gone on high league,,5
12/20/2018,l can't tell about this game very good game .,Srinath Goswami,5
12/20/2018,this is a fixed game. agar aap khelna chhod k kuchh dino baad khelenge to loot bhi achhi milegi. attek bhi mast honge or war bhi esy se jitenge..jisse aap fir se khelne lag jaoge..agar reguler khelte ho to loot bhi bhus ki tarah hi milegi..agar war me attek bhi karte ho esy base me 3 aate honge fir bhi nahi aayenge..aapko pata hi nahi chalega ki troop kidhar chale gaye or kaha mar gaye..war me matching kabhi koi thikana nahi hoga aapse bhi highest level vale base milenge.iam 12 Max .uninstall coc,Gami Sanjay,1
12/20/2018,Great game I love ice go lloms,Nauni kumar,5
12/20/2018,nice game,,5
12/20/2018,Iam form Bangladesh my clan name: BOSS OF BD to join this clan mex donation and active war clan.I Love it this Game......,,5
12/20/2018,I have downloaded this game in the year of 2013 and still Best game ever,Majid Mukhtar,5
12/20/2018,Very good game easy to play,,5
12/20/2018,this game is normal,,5
12/20/2018,"a thrillng expirience while playing this,game",,5
12/20/2018,Ang tagal,rhonel manaoat,1
12/20/2018,Why cant we upgrade the Builder huts if we could upgrade the huts it could build faster,,5
12/20/2018,hi i am thushal,Disanaykaa Rawindra,5
12/20/2018,"everytime I wake up, I check my base if it is attacked by the other clans, I can't stop to play this game. but sometimes it is so tedious to wait a minute or an hour to upgrade my army. but it is okay.",Irvine DC,5
12/20/2018,Nice,Stephy Max,5
12/20/2018,Maintenance break,,1
12/20/2018,The best game ever I have seen . The maker of this game is great,,5
12/20/2018,nice nice,Abdul Hameed,5
12/20/2018,This game is the best game I had ever played and I will ever play. I love this game so much that I can give it 10000 stars and more 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍🙋🙋🙋🙋🙋🙋😻😻😻😻😻 very very very best game,,5
12/20/2018,nice game,Bishw arup,5
12/20/2018,Most Addictive Game In The World Of You Play Once You Cant Quit This Game Is Awsome Must Play.Like This Comment If You Agree Thank You Keep Clashing The Oberoi 👌:-),,5
12/20/2018,my another id is not login in my device? please solve his this problem,,1
12/20/2018,awesome game.....,mukesh kumar,5
12/20/2018,This is kebabooom game...so fun playing it...,Syahmie nrzalizan,5
12/20/2018,I love this game,,4
12/20/2018,very nice game,,5
12/20/2018,Sama,,5
12/20/2018,Very nice this game,prinston tikadar,5
12/20/2018,Very good game,,5
12/20/2018,need to update the clan war leagues still!!!.When we take th 7 n below players in cwl we get our opponents even more harder while we cannot compete with them .If the impose some big players some of their defences should disappear like friendly war . so that our younger once can smash them! !!!!,gleeson fernandes,3
12/20/2018,Very nice game,,5
12/20/2018,I don't understand what's going on. Suddenly my screen shines. I'm getting out of the game. Please help me. This is the same experience I have encountered on Hay day.,vínσ v,3
12/20/2018,😍😍😍😍😍😍😍😍,Akram Khan,5
12/20/2018,"IT'S PERFECT! THE CONTROLS, THE QUALITY, ECT. IT'S PERFECT",FREAKING OUT LOUD,5
12/20/2018,Love it,,5
12/20/2018,addictive but very nice,nikhil kumar,5
12/20/2018,A very attacking game Funny too Interesting 😍😍😍,,5
